t,J1,J2,J3,J4,J5,J6,GL,GR
2.280000,0.298651,0.473249,-0.637629,-0.401689,0.482421,0.300658,-0.005034,-0.010765
2.284000,0.298654,0.473278,-0.637658,-0.401728,0.482467,0.300643,-0.005046,-0.010754
2.288000,0.298658,0.473307,-0.637686,-0.401765,0.482512,0.300629,-0.005057,-0.010743
2.292000,0.298661,0.473335,-0.637714,-0.401802,0.482556,0.300615,-0.005069,-0.010732
2.296000,0.298663,0.473363,-0.637742,-0.401838,0.482599,0.300601,-0.005081,-0.010721
2.300000,0.298666,0.473389,-0.637769,-0.401873,0.482641,0.300587,-0.005092,-0.010710
2.304000,0.298669,0.473415,-0.637795,-0.401907,0.482683,0.300574,-0.005104,-0.010699
2.308000,0.298672,0.473441,-0.637822,-0.401941,0.482723,0.300562,-0.005116,-0.010688
2.312000,0.298674,0.473465,-0.637848,-0.401974,0.482763,0.300549,-0.005127,-0.010677
2.316000,0.298677,0.473489,-0.637873,-0.402006,0.482802,0.300537,-0.005139,-0.010666
2.320000,0.298679,0.473513,-0.637899,-0.402037,0.482840,0.300525,-0.005150,-0.010655
2.324000,0.298682,0.473536,-0.637924,-0.402068,0.482877,0.300513,-0.005162,-0.010643
2.328000,0.298684,0.473558,-0.637948,-0.402099,0.482914,0.300501,-0.005174,-0.010632
2.332000,0.298686,0.473579,-0.637972,-0.402128,0.482950,0.300490,-0.005185,-0.010621
2.336000,0.298688,0.473600,-0.637996,-0.402157,0.482985,0.300479,-0.005197,-0.010611
2.340000,0.298690,0.473621,-0.638020,-0.402185,0.483020,0.300468,-0.005208,-0.010600
2.344000,0.298692,0.473641,-0.638043,-0.402213,0.483054,0.300458,-0.005220,-0.010589
2.348000,0.298694,0.473660,-0.638066,-0.402240,0.483087,0.300448,-0.005231,-0.010578
2.352000,0.298696,0.473679,-0.638089,-0.402267,0.483120,0.300437,-0.005243,-0.010567
2.356000,0.298698,0.473697,-0.638111,-0.402293,0.483152,0.300428,-0.005254,-0.010556
2.360000,0.298700,0.473715,-0.638133,-0.402318,0.483183,0.300418,-0.005266,-0.010545
2.364000,0.298701,0.473732,-0.638155,-0.402343,0.483214,0.300408,-0.005277,-0.010534
2.368000,0.298703,0.473749,-0.638177,-0.402367,0.483244,0.300399,-0.005288,-0.010523
2.372000,0.298705,0.473766,-0.638198,-0.402391,0.483273,0.300390,-0.005300,-0.010512
2.376000,0.298706,0.473782,-0.638219,-0.402414,0.483302,0.300381,-0.005311,-0.010502
2.380000,0.298708,0.473797,-0.638240,-0.402437,0.483331,0.300373,-0.005322,-0.010491
2.384000,0.298709,0.473812,-0.638260,-0.402460,0.483359,0.300364,-0.005334,-0.010480
2.388000,0.298710,0.473827,-0.638281,-0.402481,0.483386,0.300356,-0.005345,-0.010469
2.392000,0.298712,0.473841,-0.638301,-0.402503,0.483413,0.300348,-0.005356,-0.010458
2.396000,0.298713,0.473855,-0.638320,-0.402524,0.483439,0.300340,-0.005368,-0.010448
2.400000,0.298714,0.473869,-0.638340,-0.402544,0.483465,0.300332,-0.005379,-0.010437
2.404000,0.305158,0.454228,-0.606660,-0.380284,0.457025,0.313410,-0.007196,-0.008621
2.408000,0.310106,0.425249,-0.564303,-0.355728,0.429775,0.327191,-0.008927,-0.006833
2.412000,0.313792,0.392500,-0.518457,-0.331005,0.403454,0.340753,-0.010209,-0.005453
2.416000,0.316643,0.358494,-0.472009,-0.306566,0.377907,0.354016,-0.011105,-0.004431
2.420000,0.318968,0.324329,-0.426162,-0.282580,0.352982,0.366973,-0.011658,-0.003736
2.424000,0.320947,0.290484,-0.381397,-0.259111,0.328601,0.379627,-0.011935,-0.003307
2.428000,0.322689,0.257163,-0.337890,-0.236183,0.304729,0.391983,-0.012006,-0.003080
2.432000,0.324263,0.224452,-0.295683,-0.213800,0.281350,0.404045,-0.011928,-0.003004
2.436000,0.325714,0.192385,-0.254768,-0.191957,0.258456,0.415820,-0.011746,-0.003034
2.440000,0.327073,0.160971,-0.215114,-0.170644,0.236041,0.427315,-0.011496,-0.003139
2.444000,0.328362,0.130210,-0.176682,-0.149851,0.214097,0.438537,-0.011203,-0.003294
2.448000,0.329599,0.100095,-0.139431,-0.129566,0.192620,0.449491,-0.010886,-0.003482
2.452000,0.330795,0.070618,-0.103322,-0.109776,0.171602,0.460185,-0.010557,-0.003689
2.456000,0.331960,0.041769,-0.068316,-0.090469,0.151036,0.470623,-0.010227,-0.003906
2.460000,0.333102,0.013539,-0.034374,-0.071632,0.130915,0.480813,-0.009901,-0.004129
2.464000,0.334226,-0.014083,-0.001462,-0.053253,0.111231,0.490761,-0.009583,-0.004352
2.468000,0.335316,-0.041108,0.030457,-0.035322,0.091976,0.500471,-0.009281,-0.004567
2.472000,0.336383,-0.067546,0.061415,-0.017825,0.073143,0.509951,-0.008993,-0.004778
2.476000,0.337436,-0.093407,0.091445,-0.000751,0.054722,0.519205,-0.008716,-0.004985
2.480000,0.338478,-0.118700,0.120578,0.015912,0.036707,0.528239,-0.008451,-0.005188
2.484000,0.339513,-0.143435,0.148844,0.032173,0.019091,0.537058,-0.008196,-0.005389
2.488000,0.340544,-0.167623,0.176272,0.048043,0.001864,0.545668,-0.007950,-0.005587
2.492000,0.341571,-0.191271,0.202890,0.063532,-0.014980,0.554073,-0.007712,-0.005784
2.496000,0.342595,-0.214390,0.228723,0.078648,-0.031449,0.562278,-0.007483,-0.005979
2.500000,0.343618,-0.236988,0.253798,0.093402,-0.047550,0.570289,-0.007260,-0.006174
2.504000,0.344640,-0.259075,0.278140,0.107802,-0.063290,0.578109,-0.007042,-0.006368
2.508000,0.345660,-0.280659,0.301772,0.121857,-0.078677,0.585743,-0.006831,-0.006562
2.512000,0.346679,-0.301748,0.324718,0.135575,-0.093718,0.593196,-0.006623,-0.006757
2.516000,0.347696,-0.322352,0.347001,0.148965,-0.108419,0.600471,-0.006420,-0.006952
2.520000,0.348711,-0.342478,0.368640,0.162034,-0.122787,0.607574,-0.006220,-0.007148
2.524000,0.349724,-0.362134,0.389658,0.174791,-0.136829,0.614509,-0.006023,-0.007345
2.528000,0.350733,-0.381330,0.410075,0.187241,-0.150552,0.621278,-0.005828,-0.007543
2.532000,0.351739,-0.400073,0.429908,0.199394,-0.163962,0.627887,-0.005636,-0.007743
2.536000,0.352741,-0.418371,0.449178,0.211256,-0.177065,0.634339,-0.005445,-0.007944
2.540000,0.353738,-0.436232,0.467903,0.222834,-0.189868,0.640638,-0.005256,-0.008146
2.544000,0.354729,-0.453664,0.486099,0.234135,-0.202376,0.646787,-0.005069,-0.008349
2.548000,0.355715,-0.470675,0.503783,0.245165,-0.214597,0.652789,-0.004883,-0.008554
2.552000,0.356695,-0.487272,0.520971,0.255930,-0.226535,0.658650,-0.004699,-0.008759
2.556000,0.357667,-0.503464,0.537680,0.266438,-0.238197,0.664371,-0.004515,-0.008965
2.560000,0.358631,-0.519257,0.553923,0.276693,-0.249588,0.669956,-0.004334,-0.009171
2.564000,0.359588,-0.534660,0.569716,0.286703,-0.260715,0.675409,-0.004154,-0.009377
2.568000,0.360535,-0.549680,0.585073,0.296473,-0.271582,0.680732,-0.003975,-0.009584
2.572000,0.361473,-0.564325,0.600006,0.306008,-0.282196,0.685928,-0.003798,-0.009790
2.576000,0.362402,-0.578601,0.614530,0.315314,-0.292560,0.691001,-0.003623,-0.009995
2.580000,0.363320,-0.592517,0.628657,0.324396,-0.302682,0.695954,-0.003450,-0.010200
2.584000,0.364227,-0.606079,0.642398,0.333261,-0.312566,0.700789,-0.003279,-0.010403
2.588000,0.365123,-0.619295,0.655765,0.341912,-0.322217,0.705508,-0.003110,-0.010605
2.592000,0.366008,-0.632172,0.668771,0.350355,-0.331641,0.710116,-0.002944,-0.010805
2.596000,0.366880,-0.644716,0.681425,0.358596,-0.340841,0.714614,-0.002780,-0.011004
2.600000,0.367740,-0.656936,0.693739,0.366638,-0.349824,0.719005,-0.002619,-0.011200
2.604000,0.368587,-0.668838,0.705722,0.374487,-0.358593,0.723292,-0.002460,-0.011393
2.608000,0.369422,-0.680428,0.717384,0.382146,-0.367154,0.727477,-0.002305,-0.011585
2.612000,0.370243,-0.691714,0.728735,0.389622,-0.375512,0.731562,-0.002153,-0.011773
2.616000,0.371051,-0.702703,0.739784,0.396917,-0.383669,0.735551,-0.002004,-0.011958
2.620000,0.371845,-0.713400,0.750540,0.404037,-0.391632,0.739444,-0.001859,-0.012140
2.624000,0.372624,-0.723813,0.761011,0.410985,-0.399404,0.743244,-0.001717,-0.012318
2.628000,0.373390,-0.733948,0.771206,0.417765,-0.406990,0.746955,-0.001578,-0.012493
2.632000,0.374142,-0.743811,0.781132,0.424383,-0.414394,0.750577,-0.001444,-0.012664
2.636000,0.374879,-0.753409,0.790798,0.430841,-0.421620,0.754112,-0.001313,-0.012832
2.640000,0.375602,-0.762748,0.800210,0.437143,-0.428672,0.757564,-0.001186,-0.012995
2.644000,0.376310,-0.771834,0.809376,0.443293,-0.435555,0.760933,-0.001062,-0.013154
2.648000,0.377004,-0.780673,0.818303,0.449295,-0.442271,0.764223,-0.000943,-0.013309
2.652000,0.377683,-0.789271,0.826998,0.455152,-0.448824,0.767433,-0.000828,-0.013460
2.656000,0.378348,-0.797634,0.835467,0.460868,-0.455219,0.770568,-0.000716,-0.013607
2.660000,0.378998,-0.805767,0.843717,0.466446,-0.461460,0.773628,-0.000609,-0.013749
2.664000,0.379633,-0.813676,0.851753,0.471889,-0.467549,0.776615,-0.000506,-0.013887
2.668000,0.380254,-0.821367,0.859581,0.477202,-0.473490,0.779530,-0.000406,-0.014021
2.672000,0.380860,-0.828845,0.867208,0.482386,-0.479287,0.782377,-0.000311,-0.014150
2.676000,0.381452,-0.836116,0.874638,0.487445,-0.484943,0.785155,-0.000220,-0.014275
2.680000,0.382030,-0.843185,0.881878,0.492381,-0.490461,0.787868,-0.000132,-0.014396
2.684000,0.382594,-0.850056,0.888932,0.497199,-0.495845,0.790515,-0.000049,-0.014512
2.688000,0.383143,-0.856736,0.895805,0.501901,-0.501098,0.793100,0.000031,-0.014623
2.692000,0.383679,-0.863228,0.902502,0.506489,-0.506222,0.795623,0.000107,-0.014731
2.696000,0.384200,-0.869538,0.909029,0.510966,-0.511222,0.798086,0.000180,-0.014834
2.700000,0.384709,-0.875671,0.915389,0.515335,-0.516099,0.800491,0.000250,-0.014934
2.704000,0.385203,-0.881630,0.921587,0.519599,-0.520856,0.802839,0.000318,-0.015029
2.708000,0.385685,-0.887422,0.927627,0.523760,-0.525498,0.805132,0.000384,-0.015120
2.712000,0.386153,-0.893049,0.933513,0.527821,-0.530025,0.807371,0.000447,-0.015207
2.716000,0.386609,-0.898517,0.939251,0.531783,-0.534442,0.809557,0.000509,-0.015290
2.720000,0.387051,-0.903830,0.944842,0.535650,-0.538750,0.811692,0.000569,-0.015369
2.724000,0.387481,-0.908992,0.950292,0.539424,-0.542953,0.813777,0.000628,-0.015445
2.728000,0.387899,-0.914007,0.955604,0.543106,-0.547053,0.815813,0.000684,-0.015516
2.732000,0.388305,-0.918879,0.960781,0.546700,-0.551051,0.817802,0.000740,-0.015584
2.736000,0.388699,-0.923611,0.965828,0.550207,-0.554952,0.819744,0.000793,-0.015649
2.740000,0.389081,-0.928209,0.970747,0.553629,-0.558757,0.821641,0.000846,-0.015710
2.744000,0.389452,-0.932675,0.975541,0.556969,-0.562468,0.823493,0.000897,-0.015768
2.748000,0.389812,-0.937013,0.980215,0.560228,-0.566088,0.825303,0.000946,-0.015824
2.752000,0.390161,-0.941227,0.984770,0.563408,-0.569619,0.827070,0.000994,-0.015877
2.756000,0.390498,-0.945320,0.989211,0.566511,-0.573063,0.828796,0.001041,-0.015928
2.760000,0.390826,-0.949295,0.993540,0.569540,-0.576423,0.830482,0.001087,-0.015977
2.764000,0.391143,-0.953156,0.997760,0.572496,-0.579699,0.832128,0.001131,-0.016025
2.768000,0.391450,-0.956905,1.001873,0.575380,-0.582895,0.833736,0.001174,-0.016072
2.772000,0.391747,-0.960547,1.005883,0.578194,-0.586012,0.835307,0.001216,-0.016117
2.776000,0.392035,-0.964084,1.009792,0.580941,-0.589053,0.836841,0.001257,-0.016161
2.780000,0.392313,-0.967518,1.013602,0.583621,-0.592018,0.838339,0.001297,-0.016204
2.784000,0.392582,-0.970854,1.017317,0.586237,-0.594911,0.839802,0.001335,-0.016246
2.788000,0.392842,-0.974094,1.020937,0.588789,-0.597732,0.841231,0.001373,-0.016286
2.792000,0.393094,-0.977240,1.024467,0.591280,-0.600483,0.842627,0.001410,-0.016326
2.796000,0.393337,-0.980295,1.027908,0.593710,-0.603167,0.843990,0.001445,-0.016365
2.800000,0.393571,-0.983261,1.031262,0.596082,-0.605785,0.845322,0.001480,-0.016402
2.804000,0.393798,-0.986142,1.034532,0.598397,-0.608338,0.846622,0.001514,-0.016439
2.808000,0.394017,-0.988940,1.037720,0.600656,-0.610828,0.847892,0.001547,-0.016475
2.812000,0.394228,-0.991657,1.040827,0.602860,-0.613257,0.849132,0.001579,-0.016510
2.816000,0.394432,-0.994295,1.043856,0.605010,-0.615626,0.850344,0.001610,-0.016544
2.820000,0.394628,-0.996858,1.046808,0.607109,-0.617937,0.851527,0.001641,-0.016578
2.824000,0.394818,-0.999345,1.049687,0.609158,-0.620190,0.852682,0.001671,-0.016610
2.828000,0.395000,-1.001761,1.052493,0.611156,-0.622388,0.853810,0.001700,-0.016642
2.832000,0.395177,-1.004108,1.055228,0.613107,-0.624532,0.854912,0.001728,-0.016673
2.836000,0.395346,-1.006386,1.057894,0.615010,-0.626623,0.855988,0.001755,-0.016703
2.840000,0.395510,-1.008598,1.060493,0.616867,-0.628663,0.857039,0.001782,-0.016733
2.844000,0.395667,-1.010746,1.063026,0.618679,-0.630652,0.858066,0.001808,-0.016762
2.848000,0.395819,-1.012833,1.065496,0.620448,-0.632593,0.859068,0.001834,-0.016790
2.852000,0.395965,-1.014859,1.067903,0.622174,-0.634485,0.860047,0.001859,-0.016818
2.856000,0.396105,-1.016826,1.070250,0.623858,-0.636331,0.861002,0.001883,-0.016845
2.860000,0.396241,-1.018736,1.072537,0.625501,-0.638131,0.861936,0.001906,-0.016872
2.864000,0.396371,-1.020591,1.074767,0.627105,-0.639887,0.862847,0.001930,-0.016898
2.868000,0.396495,-1.022393,1.076940,0.628670,-0.641600,0.863737,0.001952,-0.016923
2.872000,0.396616,-1.024142,1.079059,0.630197,-0.643270,0.864607,0.001974,-0.016948
2.876000,0.396731,-1.025841,1.081124,0.631687,-0.644900,0.865455,0.001995,-0.016972
2.880000,0.396842,-1.027491,1.083136,0.633141,-0.646489,0.866284,0.002016,-0.016996
2.884000,0.396948,-1.029093,1.085098,0.634560,-0.648039,0.867093,0.002037,-0.017019
2.888000,0.397051,-1.030649,1.087011,0.635945,-0.649551,0.867884,0.002057,-0.017042
2.892000,0.397149,-1.032160,1.088875,0.637296,-0.651026,0.868655,0.002076,-0.017064
2.896000,0.397243,-1.033627,1.090691,0.638614,-0.652464,0.869409,0.002095,-0.017086
2.900000,0.397334,-1.035052,1.092462,0.639901,-0.653867,0.870145,0.002114,-0.017108
2.904000,0.397420,-1.036436,1.094188,0.641156,-0.655236,0.870863,0.002132,-0.017129
2.908000,0.397503,-1.037780,1.095871,0.642381,-0.656571,0.871565,0.002150,-0.017149
2.912000,0.397583,-1.039085,1.097510,0.643577,-0.657873,0.872250,0.002167,-0.017169
2.916000,0.397659,-1.040353,1.099109,0.644743,-0.659143,0.872919,0.002184,-0.017189
2.920000,0.397732,-1.041584,1.100666,0.645881,-0.660381,0.873572,0.002201,-0.017208
2.924000,0.397802,-1.042780,1.102184,0.646992,-0.661590,0.874210,0.002217,-0.017227
2.928000,0.397869,-1.043941,1.103664,0.648076,-0.662768,0.874832,0.002233,-0.017246
2.932000,0.397933,-1.045069,1.105106,0.649134,-0.663918,0.875440,0.002249,-0.017264
2.936000,0.397995,-1.046164,1.106512,0.650166,-0.665039,0.876034,0.002264,-0.017282
2.940000,0.398053,-1.047228,1.107882,0.651173,-0.666133,0.876614,0.002279,-0.017300
2.944000,0.398109,-1.048261,1.109217,0.652155,-0.667200,0.877180,0.002293,-0.017317
2.948000,0.398163,-1.049265,1.110518,0.653114,-0.668241,0.877732,0.002308,-0.017334
2.952000,0.398214,-1.050240,1.111786,0.654050,-0.669256,0.878272,0.002322,-0.017351
2.956000,0.398263,-1.051186,1.113022,0.654963,-0.670246,0.878799,0.002335,-0.017367
2.960000,0.398309,-1.052106,1.114226,0.655854,-0.671212,0.879313,0.002349,-0.017383
2.964000,0.398354,-1.052999,1.115400,0.656723,-0.672154,0.879815,0.002362,-0.017399
2.968000,0.398396,-1.053866,1.116544,0.657571,-0.673073,0.880306,0.002375,-0.017415
2.972000,0.398436,-1.054709,1.117659,0.658399,-0.673969,0.880785,0.002387,-0.017430
2.976000,0.398475,-1.055528,1.118745,0.659207,-0.674844,0.881252,0.002400,-0.017445
2.980000,0.398511,-1.056323,1.119804,0.659995,-0.675697,0.881709,0.002412,-0.017460
2.984000,0.398546,-1.057095,1.120836,0.660764,-0.676529,0.882154,0.002424,-0.017475
2.988000,0.398579,-1.057845,1.121842,0.661514,-0.677341,0.882589,0.002435,-0.017489
2.992000,0.398610,-1.058574,1.122821,0.662246,-0.678132,0.883014,0.002447,-0.017503
2.996000,0.398640,-1.059282,1.123776,0.662961,-0.678905,0.883429,0.002458,-0.017517
3.000000,0.398669,-1.059969,1.124707,0.663658,-0.679658,0.883834,0.002469,-0.017531
3.004000,0.398695,-1.060637,1.125614,0.664338,-0.680393,0.884229,0.002480,-0.017544
3.008000,0.398721,-1.061286,1.126497,0.665002,-0.681110,0.884616,0.002491,-0.017557
3.012000,0.398745,-1.061917,1.127359,0.665650,-0.681809,0.884992,0.002501,-0.017570
3.016000,0.398768,-1.062529,1.128198,0.666282,-0.682491,0.885360,0.002511,-0.017583
3.020000,0.398789,-1.063124,1.129015,0.666899,-0.683157,0.885720,0.002521,-0.017596
3.024000,0.398810,-1.063702,1.129812,0.667500,-0.683806,0.886071,0.002531,-0.017609
3.028000,0.398829,-1.064263,1.130589,0.668088,-0.684439,0.886413,0.002541,-0.017621
3.032000,0.398847,-1.064809,1.131345,0.668661,-0.685057,0.886747,0.002550,-0.017633
3.036000,0.398864,-1.065339,1.132082,0.669220,-0.685660,0.887074,0.002560,-0.017645
3.040000,0.398880,-1.065854,1.132801,0.669765,-0.686248,0.887393,0.002569,-0.017657
3.044000,0.398895,-1.066354,1.133501,0.670297,-0.686821,0.887704,0.002578,-0.017668
3.048000,0.398910,-1.066840,1.134183,0.670817,-0.687381,0.888008,0.002587,-0.017680
3.052000,0.398923,-1.067312,1.134847,0.671324,-0.687926,0.888304,0.002596,-0.017691
3.056000,0.398935,-1.067771,1.135495,0.671818,-0.688459,0.888594,0.002605,-0.017703
3.060000,0.398947,-1.068216,1.136126,0.672301,-0.688978,0.888877,0.002613,-0.017714
3.064000,0.398958,-1.068649,1.136741,0.672771,-0.689485,0.889153,0.002622,-0.017724
3.068000,0.398968,-1.069070,1.137340,0.673231,-0.689979,0.889422,0.002630,-0.017735
3.072000,0.398977,-1.069479,1.137924,0.673679,-0.690461,0.889686,0.002638,-0.017746
3.076000,0.398986,-1.069876,1.138492,0.674117,-0.690932,0.889943,0.002646,-0.017756
3.080000,0.398994,-1.070262,1.139047,0.674543,-0.691391,0.890193,0.002654,-0.017767
3.084000,0.399002,-1.070637,1.139587,0.674960,-0.691838,0.890438,0.002662,-0.017777
3.088000,0.399009,-1.071001,1.140113,0.675366,-0.692275,0.890677,0.002669,-0.017787
3.092000,0.399015,-1.071355,1.140625,0.675763,-0.692701,0.890911,0.002677,-0.017797
3.096000,0.399021,-1.071700,1.141125,0.676149,-0.693117,0.891139,0.002684,-0.017807
3.100000,0.399026,-1.072034,1.141611,0.676527,-0.693522,0.891361,0.002692,-0.017817
3.104000,0.399031,-1.072359,1.142085,0.676895,-0.693918,0.891579,0.002699,-0.017827
3.108000,0.399035,-1.072674,1.142547,0.677255,-0.694304,0.891791,0.002706,-0.017836
3.112000,0.399039,-1.072981,1.142997,0.677605,-0.694680,0.891998,0.002713,-0.017846
3.116000,0.399042,-1.073279,1.143436,0.677948,-0.695047,0.892200,0.002720,-0.017855
3.120000,0.399045,-1.073569,1.143863,0.678281,-0.695406,0.892398,0.002727,-0.017865
3.124000,0.399048,-1.073850,1.144279,0.678607,-0.695755,0.892590,0.002734,-0.017874
3.128000,0.399050,-1.074124,1.144685,0.678925,-0.696096,0.892778,0.002740,-0.017883
3.132000,0.399052,-1.074390,1.145080,0.679235,-0.696429,0.892962,0.002747,-0.017892
3.136000,0.399053,-1.074648,1.145465,0.679538,-0.696754,0.893141,0.002754,-0.017901
3.140000,0.399055,-1.074899,1.145840,0.679833,-0.697070,0.893317,0.002760,-0.017910
3.144000,0.399056,-1.075143,1.146205,0.680121,-0.697379,0.893488,0.002766,-0.017919
3.148000,0.399056,-1.075380,1.146561,0.680402,-0.697681,0.893655,0.002773,-0.017927
3.152000,0.399057,-1.075611,1.146908,0.680677,-0.697976,0.893817,0.002779,-0.017936
3.156000,0.399057,-1.075835,1.147246,0.680944,-0.698264,0.893977,0.002785,-0.017945
3.160000,0.399056,-1.076052,1.147575,0.681205,-0.698545,0.894132,0.002792,-0.017953
3.164000,0.399056,-1.076264,1.147896,0.681460,-0.698819,0.894284,0.002798,-0.017962
3.168000,0.399055,-1.076469,1.148208,0.681709,-0.699088,0.894432,0.002804,-0.017971
3.172000,0.399055,-1.076669,1.148512,0.681951,-0.699350,0.894576,0.002810,-0.017979
3.176000,0.399053,-1.076863,1.148809,0.682188,-0.699606,0.894717,0.002816,-0.017988
3.180000,0.399052,-1.077051,1.149098,0.682419,-0.699857,0.894855,0.002823,-0.017996
3.184000,0.399051,-1.077235,1.149380,0.682645,-0.700102,0.894990,0.002829,-0.018004
3.188000,0.399049,-1.077413,1.149654,0.682864,-0.700341,0.895121,0.002835,-0.018013
3.192000,0.399047,-1.077586,1.149921,0.683079,-0.700575,0.895249,0.002841,-0.018021
3.196000,0.399045,-1.077754,1.150181,0.683289,-0.700805,0.895375,0.002846,-0.018029
3.200000,0.399043,-1.077918,1.150435,0.683494,-0.701029,0.895497,0.002852,-0.018037
3.204000,0.399041,-1.078077,1.150682,0.683694,-0.701248,0.895616,0.002858,-0.018045
3.208000,0.399039,-1.078231,1.150922,0.683890,-0.701462,0.895733,0.002863,-0.018053
3.212000,0.399036,-1.078381,1.151157,0.684082,-0.701672,0.895847,0.002869,-0.018061
3.216000,0.399034,-1.078527,1.151385,0.684269,-0.701877,0.895958,0.002874,-0.018068
3.220000,0.399031,-1.078669,1.151607,0.684453,-0.702078,0.896067,0.002879,-0.018076
3.224000,0.399028,-1.078807,1.151824,0.684633,-0.702274,0.896173,0.002884,-0.018083
3.228000,0.399025,-1.078942,1.152035,0.684809,-0.702466,0.896276,0.002889,-0.018090
3.232000,0.399022,-1.079072,1.152241,0.684981,-0.702654,0.896378,0.002894,-0.018097
3.236000,0.399019,-1.079199,1.152441,0.685150,-0.702838,0.896476,0.002899,-0.018105
3.240000,0.399016,-1.079322,1.152636,0.685316,-0.703018,0.896573,0.002904,-0.018112
3.244000,0.399013,-1.079442,1.152826,0.685478,-0.703195,0.896667,0.002909,-0.018119
3.248000,0.399010,-1.079559,1.153011,0.685636,-0.703367,0.896759,0.002913,-0.018126
3.252000,0.399006,-1.079672,1.153191,0.685792,-0.703536,0.896849,0.002918,-0.018132
3.256000,0.399003,-1.079782,1.153367,0.685944,-0.703701,0.896937,0.002922,-0.018139
3.260000,0.399000,-1.079889,1.153538,0.686094,-0.703862,0.897022,0.002927,-0.018146
3.264000,0.398997,-1.079993,1.153705,0.686240,-0.704020,0.897106,0.002932,-0.018153
3.268000,0.398993,-1.080094,1.153867,0.686383,-0.704175,0.897188,0.002936,-0.018159
3.272000,0.398990,-1.080193,1.154025,0.686524,-0.704326,0.897267,0.002940,-0.018166
3.276000,0.398987,-1.080288,1.154179,0.686661,-0.704474,0.897345,0.002945,-0.018173
3.280000,0.398984,-1.080381,1.154329,0.686796,-0.704619,0.897421,0.002949,-0.018179
3.284000,0.398980,-1.080472,1.154475,0.686929,-0.704760,0.897495,0.002954,-0.018186
3.288000,0.398977,-1.080560,1.154618,0.687058,-0.704899,0.897568,0.002958,-0.018192
3.292000,0.398974,-1.080645,1.154756,0.687185,-0.705035,0.897638,0.002962,-0.018199
3.296000,0.398971,-1.080728,1.154891,0.687310,-0.705167,0.897707,0.002966,-0.018205
3.300000,0.398967,-1.080809,1.155023,0.687431,-0.705297,0.897775,0.002971,-0.018211
3.304000,0.398964,-1.080887,1.155151,0.687551,-0.705424,0.897841,0.002975,-0.018218
3.308000,0.398961,-1.080964,1.155276,0.687668,-0.705549,0.897905,0.002979,-0.018224
3.312000,0.398958,-1.081038,1.155397,0.687783,-0.705671,0.897968,0.002983,-0.018230
3.316000,0.398955,-1.081110,1.155516,0.687895,-0.705790,0.898029,0.002987,-0.018237
3.320000,0.398952,-1.081180,1.155631,0.688006,-0.705906,0.898089,0.002991,-0.018243
3.324000,0.398948,-1.081248,1.155744,0.688114,-0.706020,0.898147,0.002995,-0.018249
3.328000,0.398945,-1.081315,1.155853,0.688219,-0.706132,0.898204,0.003000,-0.018255
3.332000,0.398942,-1.081379,1.155960,0.688323,-0.706241,0.898259,0.003004,-0.018261
3.336000,0.398939,-1.081442,1.156064,0.688425,-0.706348,0.898314,0.003008,-0.018267
3.340000,0.398936,-1.081503,1.156165,0.688525,-0.706453,0.898367,0.003012,-0.018274
3.344000,0.398934,-1.081562,1.156263,0.688622,-0.706555,0.898418,0.003016,-0.018280
3.348000,0.398931,-1.081619,1.156359,0.688718,-0.706655,0.898469,0.003020,-0.018286
3.352000,0.398928,-1.081675,1.156453,0.688812,-0.706753,0.898518,0.003024,-0.018292
3.356000,0.398925,-1.081730,1.156544,0.688904,-0.706850,0.898566,0.003027,-0.018298
3.360000,0.398922,-1.081783,1.156633,0.688994,-0.706943,0.898613,0.003031,-0.018304
3.364000,0.398920,-1.081834,1.156719,0.689082,-0.707035,0.898659,0.003035,-0.018310
3.368000,0.398917,-1.081884,1.156803,0.689168,-0.707125,0.898704,0.003039,-0.018316
3.372000,0.398915,-1.081933,1.156885,0.689253,-0.707214,0.898747,0.003043,-0.018321
3.376000,0.398913,-1.081980,1.156965,0.689336,-0.707300,0.898790,0.003047,-0.018327
3.380000,0.398911,-1.082026,1.157043,0.689418,-0.707384,0.898831,0.003051,-0.018333
3.384000,0.398909,-1.082071,1.157119,0.689497,-0.707467,0.898872,0.003054,-0.018339
3.388000,0.398907,-1.082114,1.157192,0.689576,-0.707548,0.898912,0.003058,-0.018345
3.392000,0.398905,-1.082157,1.157264,0.689652,-0.707627,0.898950,0.003062,-0.018351
3.396000,0.398904,-1.082198,1.157334,0.689727,-0.707704,0.898988,0.003066,-0.018356
3.400000,0.398902,-1.082238,1.157403,0.689801,-0.707780,0.899025,0.003069,-0.018362
3.404000,0.398901,-1.082277,1.157469,0.689873,-0.707854,0.899061,0.003073,-0.018368
3.408000,0.398900,-1.082314,1.157534,0.689943,-0.707927,0.899096,0.003077,-0.018373
3.412000,0.398898,-1.082351,1.157597,0.690013,-0.707998,0.899130,0.003080,-0.018379
3.416000,0.398897,-1.082387,1.157659,0.690080,-0.708068,0.899164,0.003084,-0.018385
3.420000,0.398896,-1.082422,1.157719,0.690147,-0.708136,0.899197,0.003088,-0.018390
3.424000,0.398896,-1.082456,1.157778,0.690212,-0.708202,0.899228,0.003091,-0.018396
3.428000,0.398895,-1.082489,1.157836,0.690276,-0.708267,0.899260,0.003095,-0.018401
3.432000,0.398894,-1.082521,1.157892,0.690339,-0.708331,0.899290,0.003098,-0.018407
